periode,wilayah,harga,komoditas
2024-06-30,Jakarta Selatan,13597,Susu Kental Bendera 200gr
2024-06-30,Jakarta Selatan,11563,Susu Kental Enak 200gr
2024-06-30,Jakarta Selatan,16851,Margarin Blueband Cup
2024-06-30,Jakarta Selatan,10865,Margarin Blueband Sachet
2024-06-30,Jakarta Timur,14273,Beras IR I (IR 64)
2024-06-30,Jakarta Timur,13609,Beras IR II (IR 64) Ramos
2024-06-30,Jakarta Timur,12566,Beras IR III (IR 64)
2024-06-30,Jakarta Timur,14404,Beras Muncul I
2024-06-30,Jakarta Timur,14593,Beras IR 42/Pera
2024-06-30,Jakarta Timur,15485,Beras Setra I/Premium
2024-06-30,Jakarta Timur,17073,Minyak Goreng (Kuning/Curah)
2024-06-30,Jakarta Timur,55938,Cabe Merah Keriting
2024-06-30,Jakarta Timur,70885,Cabe Merah Besar (TW)
2024-06-30,Jakarta Timur,46325,Cabe Rawit Merah
2024-06-30,Jakarta Timur,49027,Cabe Rawit Hijau
2024-06-30,Jakarta Timur,46066,Bawang Merah
2024-06-30,Jakarta Timur,47130,Bawang Putih
2024-06-30,Jakarta Timur,143076,Daging Sapi Has (Paha Belakang)
2024-06-30,Jakarta Timur,136812,Daging Sapi Murni (Semur)
2024-06-30,Jakarta Timur,41874,Ayam Broiler/Ras
2024-06-30,Jakarta Timur,28562,Telur Ayam Ras
2024-06-30,Jakarta Timur,17606,Gula Pasir
2024-06-30,Jakarta Timur,10143,Tepung Terigu
2024-06-30,Jakarta Timur,3219,Garam Dapur
2024-06-30,Jakarta Timur,20561,Kentang (sedang)
2024-06-30,Jakarta Timur,16514,Tomat Buah
2024-06-30,Jakarta Timur,9874,Kelapa Kupas
2024-06-30,Jakarta Timur,11281,Semangka
2024-06-30,Jakarta Timur,27492,Jeruk Medan
2024-06-30,Jakarta Timur,148458,Daging Kambing
2024-06-30,Jakarta Timur,93084,Daging Babi Berlemak
2024-06-30,Jakarta Timur,42082,Ikan Bandeng (sedang)
2024-06-30,Jakarta Timur,38034,Ikan Mas
2024-06-30,Jakarta Timur,28116,Ikan Lele
2024-06-30,Jakarta Timur,21340,Gas Elpiji 3kg
2024-06-30,Jakarta Timur,44687,Susu Bubuk Bendera 400gr
2024-06-30,Jakarta Timur,44636,Susu Bubuk Dancow 400gr
2024-06-30,Jakarta Timur,12267,Susu Kental Bendera 200gr
2024-06-30,Jakarta Timur,11418,Susu Kental Enak 200gr
2024-06-30,Jakarta Timur,13973,Margarin Blueband Cup
2024-06-30,Jakarta Timur,10150,Margarin Blueband Sachet
2024-07-31,Jakarta Pusat,14234,Beras IR I (IR 64)
2024-07-31,Jakarta Pusat,13003,Beras IR II (IR 64) Ramos
2024-07-31,Jakarta Pusat,12795,Beras IR III (IR 64)
2024-07-31,Jakarta Pusat,14516,Beras Muncul I
2024-07-31,Jakarta Pusat,15415,Beras IR 42/Pera
2024-07-31,Jakarta Pusat,15553,Beras Setra I/Premium
2024-07-31,Jakarta Pusat,17075,Minyak Goreng (Kuning/Curah)
2024-07-31,Jakarta Pusat,48901,Cabe Merah Keriting
2024-07-31,Jakarta Pusat,55036,Cabe Merah Besar (TW)
2024-07-31,Jakarta Pusat,65711,Cabe Rawit Merah
2024-07-31,Jakarta Pusat,57397,Cabe Rawit Hijau
2024-07-31,Jakarta Pusat,39431,Bawang Merah
2024-07-31,Jakarta Pusat,43505,Bawang Putih
2024-07-31,Jakarta Pusat,140449,Daging Sapi Has (Paha Belakang)
2024-07-31,Jakarta Pusat,136674,Daging Sapi Murni (Semur)
2024-07-31,Jakarta Pusat,40997,Ayam Broiler/Ras
2024-07-31,Jakarta Pusat,28231,Telur Ayam Ras
2024-07-31,Jakarta Pusat,17131,Gula Pasir
2024-07-31,Jakarta Pusat,10208,Tepung Terigu
2024-07-31,Jakarta Pusat,3036,Garam Dapur
2024-07-31,Jakarta Pusat,21101,Kentang (sedang)
2024-07-31,Jakarta Pusat,13747,Tomat Buah
2024-07-31,Jakarta Pusat,9304,Kelapa Kupas
2024-07-31,Jakarta Pusat,12199,Semangka
2024-07-31,Jakarta Pusat,32533,Jeruk Medan
2024-07-31,Jakarta Pusat,142311,Daging Kambing
2024-07-31,Jakarta Pusat,105161,Daging Babi Berlemak
2024-07-31,Jakarta Pusat,40994,Ikan Bandeng (sedang)
2024-07-31,Jakarta Pusat,39583,Ikan Mas
2024-07-31,Jakarta Pusat,26741,Ikan Lele
2024-07-31,Jakarta Pusat,20870,Gas Elpiji 3kg
2024-07-31,Jakarta Pusat,45000,Susu Bubuk Bendera 400gr
2024-07-31,Jakarta Pusat,42000,Susu Bubuk Dancow 400gr
2024-07-31,Jakarta Pusat,12664,Susu Kental Bendera 200gr
2024-07-31,Jakarta Pusat,11064,Susu Kental Enak 200gr
2024-07-31,Jakarta Pusat,15103,Margarin Blueband Cup
2024-07-31,Jakarta Pusat,10329,Margarin Blueband Sachet
2024-07-31,Jakarta Utara,14962,Beras IR I (IR 64)
2024-07-31,Jakarta Utara,14388,Beras IR II (IR 64) Ramos
2024-07-31,Jakarta Utara,13569,Beras IR III (IR 64)
2024-07-31,Jakarta Utara,15477,Beras Muncul I
2024-07-31,Jakarta Utara,15505,Beras IR 42/Pera
2024-07-31,Jakarta Utara,16259,Beras Setra I/Premium
2024-07-31,Jakarta Utara,16905,Minyak Goreng (Kuning/Curah)
2024-07-31,Jakarta Utara,56239,Cabe Merah Keriting
2024-07-31,Jakarta Utara,63010,Cabe Merah Besar (TW)
2024-07-31,Jakarta Utara,67069,Cabe Rawit Merah
2024-07-31,Jakarta Utara,61330,Cabe Rawit Hijau
2024-07-31,Jakarta Utara,41181,Bawang Merah
2024-07-31,Jakarta Utara,43655,Bawang Putih
2024-07-31,Jakarta Utara,146908,Daging Sapi Has (Paha Belakang)
2024-07-31,Jakarta Utara,143971,Daging Sapi Murni (Semur)
2024-07-31,Jakarta Utara,42674,Ayam Broiler/Ras
2024-07-31,Jakarta Utara,28861,Telur Ayam Ras
2024-07-31,Jakarta Utara,17495,Gula Pasir
2024-07-31,Jakarta Utara,11551,Tepung Terigu
2024-07-31,Jakarta Utara,5199,Garam Dapur
2024-07-31,Jakarta Utara,23470,Kentang (sedang)
2024-07-31,Jakarta Utara,14965,Tomat Buah
2024-07-31,Jakarta Utara,10599,Kelapa Kupas
2024-07-31,Jakarta Utara,12454,Semangka
2024-07-31,Jakarta Utara,34701,Jeruk Medan
2024-07-31,Jakarta Utara,141532,Daging Kambing
2024-07-31,Jakarta Utara,105295,Daging Babi Berlemak
2024-07-31,Jakarta Utara,42748,Ikan Bandeng (sedang)
2024-07-31,Jakarta Utara,37339,Ikan Mas
2024-07-31,Jakarta Utara,29822,Ikan Lele
2024-07-31,Jakarta Utara,21467,Gas Elpiji 3kg
2024-07-31,Jakarta Utara,45306,Susu Bubuk Bendera 400gr
2024-07-31,Jakarta Utara,53484,Susu Bubuk Dancow 400gr
2024-07-31,Jakarta Utara,14184,Susu Kental Bendera 200gr
2024-07-31,Jakarta Utara,11307,Susu Kental Enak 200gr
2024-07-31,Jakarta Utara,17877,Margarin Blueband Cup
2024-07-31,Jakarta Utara,11392,Margarin Blueband Sachet
2024-07-31,Jakarta Barat,15266,Beras IR I (IR 64)
2024-07-31,Jakarta Barat,14217,Beras IR II (IR 64) Ramos
2024-07-31,Jakarta Barat,13236,Beras IR III (IR 64)
2024-07-31,Jakarta Barat,15655,Beras Muncul I
2024-07-31,Jakarta Barat,15544,Beras IR 42/Pera
2024-07-31,Jakarta Barat,16176,Beras Setra I/Premium
2024-07-31,Jakarta Barat,17487,Minyak Goreng (Kuning/Curah)
2024-07-31,Jakarta Barat,45513,Cabe Merah Keriting
2024-07-31,Jakarta Barat,51936,Cabe Merah Besar (TW)
2024-07-31,Jakarta Barat,67359,Cabe Rawit Merah
2024-07-31,Jakarta Barat,64536,Cabe Rawit Hijau
2024-07-31,Jakarta Barat,36139,Bawang Merah
2024-07-31,Jakarta Barat,41691,Bawang Putih
2024-07-31,Jakarta Barat,146099,Daging Sapi Has (Paha Belakang)
2024-07-31,Jakarta Barat,138513,Daging Sapi Murni (Semur)
2024-07-31,Jakarta Barat,37916,Ayam Broiler/Ras
2024-07-31,Jakarta Barat,29488,Telur Ayam Ras
2024-07-31,Jakarta Barat,18661,Gula Pasir
2024-07-31,Jakarta Barat,11363,Tepung Terigu
2024-07-31,Jakarta Barat,4488,Garam Dapur
2024-07-31,Jakarta Barat,22765,Kentang (sedang)
2024-07-31,Jakarta Barat,11910,Tomat Buah
2024-07-31,Jakarta Barat,8822,Kelapa Kupas
2024-07-31,Jakarta Barat,11161,Semangka
2024-07-31,Jakarta Barat,27134,Jeruk Medan
2024-07-31,Jakarta Barat,150000,Daging Kambing
2024-07-31,Jakarta Barat,114118,Daging Babi Berlemak
2024-07-31,Jakarta Barat,42795,Ikan Bandeng (sedang)
2024-07-31,Jakarta Barat,39059,Ikan Mas
2024-07-31,Jakarta Barat,29267,Ikan Lele
2024-07-31,Jakarta Barat,24129,Gas Elpiji 3kg
2024-07-31,Jakarta Barat,31903,Susu Bubuk Bendera 400gr
2024-07-31,Jakarta Barat,45000,Susu Bubuk Dancow 400gr
2024-07-31,Jakarta Barat,13254,Susu Kental Bendera 200gr
2024-07-31,Jakarta Barat,12172,Susu Kental Enak 200gr
2024-07-31,Jakarta Barat,15631,Margarin Blueband Cup
2024-07-31,Jakarta Barat,9775,Margarin Blueband Sachet
2024-07-31,Jakarta Selatan,14174,Beras IR I (IR 64)
2024-07-31,Jakarta Selatan,14284,Beras IR II (IR 64) Ramos
2024-07-31,Jakarta Selatan,13246,Beras IR III (IR 64)
2024-07-31,Jakarta Selatan,18585,Beras Muncul I
2024-07-31,Jakarta Selatan,15385,Beras IR 42/Pera
2024-07-31,Jakarta Selatan,14503,Beras Setra I/Premium
2024-07-31,Jakarta Selatan,17131,Minyak Goreng (Kuning/Curah)
2024-07-31,Jakarta Selatan,48214,Cabe Merah Keriting
2024-07-31,Jakarta Selatan,61325,Cabe Merah Besar (TW)
2024-07-31,Jakarta Selatan,67665,Cabe Rawit Merah
2024-07-31,Jakarta Selatan,62358,Cabe Rawit Hijau
2024-07-31,Jakarta Selatan,35282,Bawang Merah
2024-07-31,Jakarta Selatan,43953,Bawang Putih
2024-07-31,Jakarta Selatan,138395,Daging Sapi Has (Paha Belakang)
2024-07-31,Jakarta Selatan,136334,Daging Sapi Murni (Semur)
2024-07-31,Jakarta Selatan,41203,Ayam Broiler/Ras
2024-07-31,Jakarta Selatan,28759,Telur Ayam Ras
2024-07-31,Jakarta Selatan,18063,Gula Pasir
2024-07-31,Jakarta Selatan,10447,Tepung Terigu
2024-07-31,Jakarta Selatan,4350,Garam Dapur
2024-07-31,Jakarta Selatan,23505,Kentang (sedang)
2024-07-31,Jakarta Selatan,13252,Tomat Buah
2024-07-31,Jakarta Selatan,9819,Kelapa Kupas
2024-07-31,Jakarta Selatan,12335,Semangka
2024-07-31,Jakarta Selatan,32853,Jeruk Medan
2024-07-31,Jakarta Selatan,148773,Daging Kambing
2024-07-31,Jakarta Selatan,135806,Daging Babi Berlemak
2024-07-31,Jakarta Selatan,39174,Ikan Bandeng (sedang)
2024-07-31,Jakarta Selatan,38579,Ikan Mas
2024-07-31,Jakarta Selatan,29009,Ikan Lele
2024-07-31,Jakarta Selatan,21032,Gas Elpiji 3kg
2024-07-31,Jakarta Selatan,0,Susu Bubuk Bendera 400gr
2024-07-31,Jakarta Selatan,51129,Susu Bubuk Dancow 400gr
2024-07-31,Jakarta Selatan,12876,Susu Kental Bendera 200gr
2024-07-31,Jakarta Selatan,11450,Susu Kental Enak 200gr
2024-07-31,Jakarta Selatan,17282,Margarin Blueband Cup
2024-07-31,Jakarta Selatan,10351,Margarin Blueband Sachet
2024-07-31,Jakarta Timur,14908,Beras IR I (IR 64)
2024-07-31,Jakarta Timur,14269,Beras IR II (IR 64) Ramos
2024-07-31,Jakarta Timur,12817,Beras IR III (IR 64)
2024-07-31,Jakarta Timur,14032,Beras Muncul I
2024-07-31,Jakarta Timur,15257,Beras IR 42/Pera
2024-07-31,Jakarta Timur,15298,Beras Setra I/Premium
2024-07-31,Jakarta Timur,17179,Minyak Goreng (Kuning/Curah)
2024-07-31,Jakarta Timur,47844,Cabe Merah Keriting
2024-07-31,Jakarta Timur,59027,Cabe Merah Besar (TW)
2024-07-31,Jakarta Timur,65816,Cabe Rawit Merah
2024-07-31,Jakarta Timur,56663,Cabe Rawit Hijau
2024-07-31,Jakarta Timur,36944,Bawang Merah
2024-07-31,Jakarta Timur,44539,Bawang Putih
2024-07-31,Jakarta Timur,141716,Daging Sapi Has (Paha Belakang)
2024-07-31,Jakarta Timur,136060,Daging Sapi Murni (Semur)
2024-07-31,Jakarta Timur,40948,Ayam Broiler/Ras
2024-07-31,Jakarta Timur,28501,Telur Ayam Ras
2024-07-31,Jakarta Timur,17532,Gula Pasir
2024-07-31,Jakarta Timur,11099,Tepung Terigu
2024-07-31,Jakarta Timur,3387,Garam Dapur
2024-07-31,Jakarta Timur,22343,Kentang (sedang)
2024-07-31,Jakarta Timur,12574,Tomat Buah
2024-07-31,Jakarta Timur,10197,Kelapa Kupas
2024-07-31,Jakarta Timur,11681,Semangka
2024-07-31,Jakarta Timur,28751,Jeruk Medan
2024-07-31,Jakarta Timur,148579,Daging Kambing
2024-07-31,Jakarta Timur,94930,Daging Babi Berlemak
2024-07-31,Jakarta Timur,43568,Ikan Bandeng (sedang)
2024-07-31,Jakarta Timur,37471,Ikan Mas
2024-07-31,Jakarta Timur,27723,Ikan Lele
2024-07-31,Jakarta Timur,21283,Gas Elpiji 3kg
2024-07-31,Jakarta Timur,44548,Susu Bubuk Bendera 400gr
2024-07-31,Jakarta Timur,43000,Susu Bubuk Dancow 400gr
2024-07-31,Jakarta Timur,12077,Susu Kental Bendera 200gr
2024-07-31,Jakarta Timur,11366,Susu Kental Enak 200gr
2024-07-31,Jakarta Timur,14717,Margarin Blueband Cup
2024-07-31,Jakarta Timur,10820,Margarin Blueband Sachet
2024-08-31,Jakarta Timur,42685,Bawang Putih
2024-08-31,Jakarta Timur,144889,Daging Sapi Has (Paha Belakang)
2024-08-31,Jakarta Timur,138033,Daging Sapi Murni (Semur)
2024-08-31,Jakarta Timur,39412,Ayam Broiler/Ras
2024-08-31,Jakarta Timur,27783,Telur Ayam Ras
2024-08-31,Jakarta Timur,17376,Gula Pasir
2024-08-31,Jakarta Timur,10371,Tepung Terigu
2024-08-31,Jakarta Timur,3601,Garam Dapur
2024-08-31,Jakarta Timur,21021,Kentang (sedang)
2024-08-31,Jakarta Timur,11013,Tomat Buah
2024-08-31,Jakarta Timur,9906,Kelapa Kupas
2024-08-31,Jakarta Timur,10563,Semangka
2024-08-31,Jakarta Timur,26309,Jeruk Medan
2024-08-31,Jakarta Timur,146325,Daging Kambing
2024-08-31,Jakarta Timur,102413,Daging Babi Berlemak
2024-08-31,Jakarta Timur,41354,Ikan Bandeng (sedang)
2024-08-31,Jakarta Timur,37923,Ikan Mas
2024-08-31,Jakarta Timur,27719,Ikan Lele
2024-08-31,Jakarta Timur,20860,Gas Elpiji 3kg
2024-08-31,Jakarta Timur,43733,Susu Bubuk Bendera 400gr
2024-08-31,Jakarta Timur,43000,Susu Bubuk Dancow 400gr
2024-08-31,Jakarta Timur,12305,Susu Kental Bendera 200gr
2024-08-31,Jakarta Timur,11414,Susu Kental Enak 200gr
2024-08-31,Jakarta Timur,14456,Margarin Blueband Cup
2024-08-31,Jakarta Timur,10534,Margarin Blueband Sachet
2024-08-31,Jakarta Pusat,14356,Beras IR I (IR 64)
2024-08-31,Jakarta Pusat,13095,Beras IR II (IR 64) Ramos
2024-08-31,Jakarta Pusat,12771,Beras IR III (IR 64)
2024-08-31,Jakarta Pusat,13834,Beras Muncul I
2024-08-31,Jakarta Pusat,15814,Beras IR 42/Pera
2024-08-31,Jakarta Pusat,15329,Beras Setra I/Premium
2024-08-31,Jakarta Pusat,17271,Minyak Goreng (Kuning/Curah)
2024-08-31,Jakarta Pusat,49432,Cabe Merah Keriting
2024-08-31,Jakarta Pusat,50912,Cabe Merah Besar (TW)
2024-08-31,Jakarta Pusat,74597,Cabe Rawit Merah
2024-08-31,Jakarta Pusat,55898,Cabe Rawit Hijau
2024-08-31,Jakarta Pusat,34605,Bawang Merah
2024-08-31,Jakarta Pusat,42028,Bawang Putih
2024-08-31,Jakarta Pusat,142101,Daging Sapi Has (Paha Belakang)
2024-08-31,Jakarta Pusat,133891,Daging Sapi Murni (Semur)
2024-08-31,Jakarta Pusat,39044,Ayam Broiler/Ras
2024-08-31,Jakarta Pusat,27995,Telur Ayam Ras
2024-08-31,Jakarta Pusat,17244,Gula Pasir
2024-08-31,Jakarta Pusat,10260,Tepung Terigu
2024-08-31,Jakarta Pusat,3400,Garam Dapur
2024-08-31,Jakarta Pusat,21723,Kentang (sedang)
2024-08-31,Jakarta Pusat,13396,Tomat Buah
2024-08-31,Jakarta Pusat,9666,Kelapa Kupas
2024-08-31,Jakarta Pusat,12006,Semangka
2024-08-31,Jakarta Pusat,30433,Jeruk Medan
2024-08-31,Jakarta Pusat,143916,Daging Kambing
2024-08-31,Jakarta Pusat,112444,Daging Babi Berlemak
2024-08-31,Jakarta Pusat,41483,Ikan Bandeng (sedang)
2024-08-31,Jakarta Pusat,39338,Ikan Mas
2024-08-31,Jakarta Pusat,27872,Ikan Lele
2024-08-31,Jakarta Pusat,20855,Gas Elpiji 3kg
2024-08-31,Jakarta Pusat,12638,Susu Kental Bendera 200gr
2024-08-31,Jakarta Pusat,11034,Susu Kental Enak 200gr
2024-08-31,Jakarta Pusat,15178,Margarin Blueband Cup
2024-08-31,Jakarta Pusat,10203,Margarin Blueband Sachet
2024-08-31,Jakarta Utara,14874,Beras IR I (IR 64)
2024-08-31,Jakarta Utara,14254,Beras IR II (IR 64) Ramos
2024-08-31,Jakarta Utara,13494,Beras IR III (IR 64)
2024-08-31,Jakarta Utara,15451,Beras Muncul I
2024-08-31,Jakarta Utara,15777,Beras IR 42/Pera
2024-08-31,Jakarta Utara,16347,Beras Setra I/Premium
2024-08-31,Jakarta Utara,17291,Minyak Goreng (Kuning/Curah)
2024-08-31,Jakarta Utara,54125,Cabe Merah Keriting
2024-08-31,Jakarta Utara,57997,Cabe Merah Besar (TW)
2024-08-31,Jakarta Utara,80302,Cabe Rawit Merah
2024-08-31,Jakarta Utara,60747,Cabe Rawit Hijau
2024-08-31,Jakarta Utara,34005,Bawang Merah
2024-08-31,Jakarta Utara,43324,Bawang Putih
2024-08-31,Jakarta Utara,146099,Daging Sapi Has (Paha Belakang)
2024-08-31,Jakarta Utara,143188,Daging Sapi Murni (Semur)
2024-08-31,Jakarta Utara,43071,Ayam Broiler/Ras
2024-08-31,Jakarta Utara,27799,Telur Ayam Ras
2024-08-31,Jakarta Utara,18285,Gula Pasir
2024-08-31,Jakarta Utara,11641,Tepung Terigu
2024-08-31,Jakarta Utara,5530,Garam Dapur
2024-08-31,Jakarta Utara,23334,Kentang (sedang)
2024-08-31,Jakarta Utara,13909,Tomat Buah
2024-08-31,Jakarta Utara,10761,Kelapa Kupas
2024-08-31,Jakarta Utara,12425,Semangka
2024-08-31,Jakarta Utara,33711,Jeruk Medan
2024-08-31,Jakarta Utara,142416,Daging Kambing
2024-08-31,Jakarta Utara,102291,Daging Babi Berlemak
2024-08-31,Jakarta Utara,41593,Ikan Bandeng (sedang)
2024-08-31,Jakarta Utara,37160,Ikan Mas
2024-08-31,Jakarta Utara,29528,Ikan Lele
2024-08-31,Jakarta Utara,21000,Gas Elpiji 3kg
2024-08-31,Jakarta Utara,44566,Susu Bubuk Bendera 400gr
2024-08-31,Jakarta Utara,55372,Susu Bubuk Dancow 400gr
2024-08-31,Jakarta Utara,14044,Susu Kental Bendera 200gr
2024-08-31,Jakarta Utara,11624,Susu Kental Enak 200gr
2024-08-31,Jakarta Utara,17583,Margarin Blueband Cup
2024-08-31,Jakarta Utara,11008,Margarin Blueband Sachet
2024-08-31,Jakarta Barat,15138,Beras IR I (IR 64)
2024-08-31,Jakarta Barat,14106,Beras IR II (IR 64) Ramos
2024-08-31,Jakarta Barat,13189,Beras IR III (IR 64)
2024-08-31,Jakarta Barat,14266,Beras Muncul I
2024-08-31,Jakarta Barat,15978,Beras IR 42/Pera
2024-08-31,Jakarta Barat,15191,Beras Setra I/Premium
2024-08-31,Jakarta Barat,17489,Minyak Goreng (Kuning/Curah)
2024-08-31,Jakarta Barat,47526,Cabe Merah Keriting
2024-08-31,Jakarta Barat,47412,Cabe Merah Besar (TW)
2024-08-31,Jakarta Barat,69807,Cabe Rawit Merah
2024-08-31,Jakarta Barat,52210,Cabe Rawit Hijau
2024-08-31,Jakarta Barat,30785,Bawang Merah
2024-08-31,Jakarta Barat,41328,Bawang Putih
2024-08-31,Jakarta Barat,145171,Daging Sapi Has (Paha Belakang)
2024-08-31,Jakarta Barat,138043,Daging Sapi Murni (Semur)
2024-08-31,Jakarta Barat,38503,Ayam Broiler/Ras
2024-08-31,Jakarta Barat,27655,Telur Ayam Ras
2024-08-31,Jakarta Barat,18661,Gula Pasir
2024-08-31,Jakarta Barat,11267,Tepung Terigu
2024-08-31,Jakarta Barat,4460,Garam Dapur
2024-08-31,Jakarta Barat,22596,Kentang (sedang)
2024-08-31,Jakarta Barat,11930,Tomat Buah
2024-08-31,Jakarta Barat,8980,Kelapa Kupas
2024-08-31,Jakarta Barat,11266,Semangka
2024-08-31,Jakarta Barat,28233,Jeruk Medan
2024-08-31,Jakarta Barat,148277,Daging Kambing
2024-08-31,Jakarta Barat,118427,Daging Babi Berlemak
2024-08-31,Jakarta Barat,42352,Ikan Bandeng (sedang)
2024-08-31,Jakarta Barat,37378,Ikan Mas
2024-08-31,Jakarta Barat,29167,Ikan Lele
2024-08-31,Jakarta Barat,22033,Gas Elpiji 3kg
2024-08-31,Jakarta Barat,33400,Susu Bubuk Bendera 400gr
2024-08-31,Jakarta Barat,43500,Susu Bubuk Dancow 400gr
2024-08-31,Jakarta Barat,13251,Susu Kental Bendera 200gr
2024-08-31,Jakarta Barat,12194,Susu Kental Enak 200gr
2024-08-31,Jakarta Barat,14350,Margarin Blueband Cup
2024-08-31,Jakarta Barat,9454,Margarin Blueband Sachet
2024-08-31,Jakarta Selatan,14316,Beras IR I (IR 64)
2024-08-31,Jakarta Selatan,14691,Beras IR II (IR 64) Ramos
2024-08-31,Jakarta Selatan,13411,Beras IR III (IR 64)
2024-08-31,Jakarta Selatan,18558,Beras Muncul I
2024-08-31,Jakarta Selatan,15481,Beras IR 42/Pera
2024-08-31,Jakarta Selatan,14583,Beras Setra I/Premium
2024-08-31,Jakarta Selatan,17356,Minyak Goreng (Kuning/Curah)
2024-08-31,Jakarta Selatan,46608,Cabe Merah Keriting
2024-08-31,Jakarta Selatan,53760,Cabe Merah Besar (TW)
2024-08-31,Jakarta Selatan,72040,Cabe Rawit Merah
2024-08-31,Jakarta Selatan,56703,Cabe Rawit Hijau
2024-08-31,Jakarta Selatan,31750,Bawang Merah
2024-08-31,Jakarta Selatan,43359,Bawang Putih
2024-08-31,Jakarta Selatan,137385,Daging Sapi Has (Paha Belakang)
2024-08-31,Jakarta Selatan,136350,Daging Sapi Murni (Semur)
2024-08-31,Jakarta Selatan,39468,Ayam Broiler/Ras
2024-08-31,Jakarta Selatan,28043,Telur Ayam Ras
2024-08-31,Jakarta Selatan,18369,Gula Pasir
2024-08-31,Jakarta Selatan,10548,Tepung Terigu
2024-08-31,Jakarta Selatan,4298,Garam Dapur
2024-08-31,Jakarta Selatan,23149,Kentang (sedang)
2024-08-31,Jakarta Selatan,11927,Tomat Buah
2024-08-31,Jakarta Selatan,9822,Kelapa Kupas
2024-08-31,Jakarta Selatan,12059,Semangka
2024-08-31,Jakarta Selatan,31496,Jeruk Medan
2024-08-31,Jakarta Selatan,147125,Daging Kambing
2024-08-31,Jakarta Selatan,150333,Daging Babi Berlemak
2024-08-31,Jakarta Selatan,39179,Ikan Bandeng (sedang)
2024-08-31,Jakarta Selatan,38442,Ikan Mas
2024-08-31,Jakarta Selatan,28898,Ikan Lele
2024-08-31,Jakarta Selatan,20966,Gas Elpiji 3kg
2024-08-31,Jakarta Selatan,48750,Susu Bubuk Dancow 400gr
2024-08-31,Jakarta Selatan,13030,Susu Kental Bendera 200gr
2024-08-31,Jakarta Selatan,11449,Susu Kental Enak 200gr
2024-08-31,Jakarta Selatan,17323,Margarin Blueband Cup
2024-08-31,Jakarta Selatan,10439,Margarin Blueband Sachet
2024-08-31,Jakarta Timur,14804,Beras IR I (IR 64)
2024-08-31,Jakarta Timur,13991,Beras IR II (IR 64) Ramos
2024-08-31,Jakarta Timur,13198,Beras IR III (IR 64)
2024-08-31,Jakarta Timur,14511,Beras Muncul I
2024-08-31,Jakarta Timur,15225,Beras IR 42/Pera
2024-08-31,Jakarta Timur,15461,Beras Setra I/Premium
2024-08-31,Jakarta Timur,17271,Minyak Goreng (Kuning/Curah)
2024-08-31,Jakarta Timur,45127,Cabe Merah Keriting
2024-08-31,Jakarta Timur,52792,Cabe Merah Besar (TW)
2024-08-31,Jakarta Timur,69914,Cabe Rawit Merah
2024-08-31,Jakarta Timur,51730,Cabe Rawit Hijau
2024-08-31,Jakarta Timur,30774,Bawang Merah
